timestamp,cell_id,throughput_dl_mbps,throughput_ul_mbps,latency_ms,rsrp_dbm,sinr_db,connected_ues,prb_utilization_pct,handover_attempts,handover_success
2024-06-01T09:10:00Z,cell-003,192.5,35.1,11.8,-92,16.6,24,36.5,2,2
2024-06-01T09:10:00Z,cell-004,402.3,94.1,5.1,-73,30.2,8,31.5,0,0
2024-06-01T09:11:00Z,cell-001,320.4,63.9,7.2,-76,27.9,8,36.3,0,0
2024-06-01T09:11:00Z,cell-002,235.1,43.5,7.5,-85,23.2,13,30.7,0,0
2024-06-01T09:11:00Z,cell-003,179.6,34.5,12.2,-90,18.2,25,34.7,0,0
2024-06-01T09:11:00Z,cell-004,405.6,85.4,5.2,-69,30.8,7,34.1,0,0
2024-06-01T09:12:00Z,cell-001,344.3,63.1,7.8,-78,25.4,11,39.5,0,0
2024-06-01T09:12:00Z,cell-002,258.7,48.2,8.5,-84,23.4,17,34.2,0,0
2024-06-01T09:12:00Z,cell-003,199.8,36.4,12.0,-93,17.1,21,35.8,3,3
2024-06-01T09:12:00Z,cell-004,397.0,92.2,4.8,-69,32.3,2,34.9,2,2
2024-06-01T09:13:00Z,cell-001,336.2,69.0,7.3,-76,25.0,10,36.1,0,0
2024-06-01T09:13:00Z,cell-002,226.3,52.5,8.9,-84,21.5,14,31.5,0,0
2024-06-01T09:13:00Z,cell-003,189.8,33.5,12.2,-93,19.8,24,31.1,3,3
2024-06-01T09:13:00Z,cell-004,465.9,84.9,5.6,-70,32.4,8,35.8,0,0
2024-06-01T09:14:00Z,cell-001,325.1,63.8,6.5,-79,26.3,10,37.1,0,0
2024-06-01T09:14:00Z,cell-002,278.0,45.0,8.1,-83,20.1,14,36.8,1,1
2024-06-01T09:14:00Z,cell-003,218.6,35.9,11.8,-91,16.6,21,36.1,1,1
2024-06-01T09:14:00Z,cell-004,458.6,92.3,4.8,-74,31.5,2,38.1,0,0
2024-06-01T09:15:00Z,cell-001,333.8,56.5,7.2,-80,24.9,11,34.2,2,2
2024-06-01T09:15:00Z,cell-002,227.2,52.6,7.2,-85,20.9,13,33.8,0,0
2024-06-01T09:15:00Z,cell-003,221.4,34.7,11.4,-90,16.5,19,39.8,0,0
2024-06-01T09:15:00Z,cell-004,478.8,89.4,4.8,-73,32.0,3,36.0,0,0
2024-06-01T09:16:00Z,cell-001,355.6,61.2,6.1,-77,25.5,7,39.8,0,0
2024-06-01T09:16:00Z,cell-002,278.7,43.4,9.1,-84,21.1,13,36.9,1,1
2024-06-01T09:16:00Z,cell-003,211.5,40.7,10.4,-93,18.6,22,35.1,0,0
2024-06-01T09:16:00Z,cell-004,485.8,96.1,4.4,-71,32.9,8,41.1,0,0
2024-06-01T09:17:00Z,cell-001,357.4,57.4,7.0,-80,25.9,5,37.7,0,0
2024-06-01T09:17:00Z,cell-002,259.8,49.0,8.0,-83,22.0,16,35.5,1,1
2024-06-01T09:17:00Z,cell-003,178.0,41.8,12.9,-94,16.3,20,31.7,0,0
2024-06-01T09:17:00Z,cell-004,389.7,91.1,5.2,-69,31.7,8,29.8,0,0
2024-06-01T09:18:00Z,cell-001,285.8,66.6,7.1,-80,26.4,6,29.0,1,1
2024-06-01T09:18:00Z,cell-002,253.4,52.3,8.7,-87,23.8,12,34.4,1,0
2024-06-01T09:18:00Z,cell-003,217.0,36.5,11.1,-91,16.5,23,35.7,1,1
2024-06-01T09:18:00Z,cell-004,420.4,87.0,5.0,-74,30.8,4,31.8,1,0
2024-06-01T09:19:00Z,cell-001,338.5,56.4,7.5,-77,24.5,5,35.5,0,0
2024-06-01T09:19:00Z,cell-002,273.6,49.6,9.2,-87,23.7,16,38.9,0,0
2024-06-01T09:19:00Z,cell-003,213.5,38.7,10.0,-90,17.3,24,40.2,0,0
2024-06-01T09:19:00Z,cell-004,390.0,86.3,4.6,-68,32.8,8,30.2,0,0
2024-06-01T09:20:00Z,cell-001,341.9,67.7,6.3,-79,25.2,7,37.9,0,0
2024-06-01T09:20:00Z,cell-002,267.8,46.0,7.0,-87,23.6,14,34.3,0,0
2024-06-01T09:20:00Z,cell-003,190.2,40.4,10.9,-91,16.0,24,35.0,0,0
2024-06-01T09:20:00Z,cell-004,389.1,97.4,5.2,-73,31.0,2,28.6,0,0
2024-06-01T09:21:00Z,cell-001,316.8,67.8,7.0,-79,27.6,9,32.5,1,1
2024-06-01T09:21:00Z,cell-002,280.1,45.9,7.6,-85,21.7,13,41.5,0,0
2024-06-01T09:21:00Z,cell-003,185.3,42.0,10.1,-93,17.8,25,33.3,0,0
2024-06-01T09:21:00Z,cell-004,438.8,96.7,4.5,-71,30.6,4,35.1,2,2
2024-06-01T09:22:00Z,cell-001,335.7,65.6,6.2,-76,25.2,11,35.7,0,0
2024-06-01T09:22:00Z,cell-002,262.7,46.2,9.4,-86,22.1,11,39.2,2,2
2024-06-01T09:22:00Z,cell-003,179.1,40.7,10.0,-92,16.4,19,33.6,3,3
2024-06-01T09:22:00Z,cell-004,448.6,90.0,5.0,-69,30.5,4,38.6,0,0
2024-06-01T09:23:00Z,cell-001,343.8,57.7,7.5,-80,26.6,11,36.6,0,0
2024-06-01T09:23:00Z,cell-002,271.5,47.8,7.0,-87,22.3,16,37.3,0,0
2024-06-01T09:23:00Z,cell-003,181.3,39.0,11.7,-93,17.8,24,30.8,0,0
2024-06-01T09:23:00Z,cell-004,397.1,80.7,5.5,-74,30.1,6,30.4,4,4
2024-06-01T09:24:00Z,cell-001,336.4,63.7,7.4,-81,25.5,7,39.3,0,0
2024-06-01T09:24:00Z,cell-002,235.0,53.7,8.9,-87,21.3,11,34.5,0,0
2024-06-01T09:24:00Z,cell-003,181.8,35.7,10.4,-91,16.9,23,34.0,2,2
2024-06-01T09:24:00Z,cell-004,471.2,93.2,4.7,-68,29.9,8,40.9,0,0
2024-06-01T09:25:00Z,cell-001,309.2,65.4,7.2,-79,27.0,7,36.5,0,0
2024-06-01T09:25:00Z,cell-002,275.1,48.9,7.7,-87,24.0,14,35.4,0,0
2024-06-01T09:25:00Z,cell-003,190.0,39.0,12.3,-95,17.9,21,34.9,2,2
2024-06-01T09:25:00Z,cell-004,444.0,95.7,5.3,-72,29.1,8,35.9,0,0
2024-06-01T09:26:00Z,cell-001,326.6,61.5,6.4,-77,26.6,6,37.1,0,0
2024-06-01T09:26:00Z,cell-002,264.5,49.7,9.2,-85,21.3,15,38.5,0,0
2024-06-01T09:26:00Z,cell-003,207.0,34.6,12.1,-94,17.2,24,39.3,0,0
2024-06-01T09:26:00Z,cell-004,445.7,95.8,5.6,-68,29.1,3,36.7,0,0
2024-06-01T09:27:00Z,cell-001,308.2,61.2,7.1,-79,24.3,5,35.6,1,1
2024-06-01T09:27:00Z,cell-002,234.4,51.3,7.8,-86,20.0,17,30.2,0,0
2024-06-01T09:27:00Z,cell-003,216.3,37.9,10.9,-91,19.9,23,37.5,1,1
2024-06-01T09:27:00Z,cell-004,406.4,86.0,5.3,-71,32.0,2,31.5,0,0
2024-06-01T09:28:00Z,cell-001,310.4,67.6,6.9,-81,24.7,5,33.0,3,2
2024-06-01T09:28:00Z,cell-002,261.3,50.3,8.0,-84,21.7,11,33.9,0,0
2024-06-01T09:28:00Z,cell-003,208.9,35.9,10.6,-91,18.9,20,34.5,0,0
2024-06-01T09:28:00Z,cell-004,383.2,78.4,5.4,-71,29.2,7,31.4,0,0
2024-06-01T09:29:00Z,cell-001,287.9,69.3,6.4,-80,25.2,8,31.3,2,2
2024-06-01T09:29:00Z,cell-002,244.2,47.6,7.4,-84,21.6,11,32.5,0,0
2024-06-01T09:29:00Z,cell-003,210.0,39.5,9.9,-93,16.2,21,39.0,0,0
2024-06-01T09:29:00Z,cell-004,423.2,87.5,5.6,-73,29.2,7,36.3,0,0
2024-06-01T09:30:00Z,cell-001,350.9,67.3,6.8,-78,24.3,9,40.2,1,1
2024-06-01T09:30:00Z,cell-002,232.2,54.7,9.4,-87,23.0,17,30.4,0,0
2024-06-01T09:30:00Z,cell-003,213.3,34.8,11.6,-91,16.8,21,40.2,2,2
2024-06-01T09:30:00Z,cell-004,416.8,82.3,4.8,-72,30.6,8,30.6,1,1
2024-06-01T09:31:00Z,cell-001,293.1,65.0,7.0,-76,24.5,5,34.6,0,0
2024-06-01T09:31:00Z,cell-002,242.6,48.0,7.9,-86,22.1,14,34.1,0,0
2024-06-01T09:31:00Z,cell-003,206.6,37.1,10.9,-93,18.5,21,37.7,0,0
2024-06-01T09:31:00Z,cell-004,418.1,93.1,4.6,-72,30.5,8,33.6,1,1
2024-06-01T09:32:00Z,cell-001,356.4,63.1,7.5,-76,24.5,7,40.4,1,1
2024-06-01T09:32:00Z,cell-002,246.4,48.8,8.2,-85,23.7,13,36.1,0,0
2024-06-01T09:32:00Z,cell-003,180.7,41.2,12.6,-93,18.0,19,30.0,2,2
2024-06-01T09:32:00Z,cell-004,388.1,84.1,4.5,-74,29.1,4,33.2,0,0
2024-06-01T09:33:00Z,cell-001,310.2,65.4,6.1,-80,24.1,11,33.8,0,0
2024-06-01T09:33:00Z,cell-002,272.0,44.2,7.0,-83,21.0,11,35.8,0,0
2024-06-01T09:33:00Z,cell-003,206.4,35.9,11.0,-90,18.6,19,38.7,3,3
2024-06-01T09:33:00Z,cell-004,400.9,93.3,4.5,-71,29.5,6,34.1,0,0
2024-06-01T09:34:00Z,cell-001,310.5,61.7,6.3,-77,25.7,8,32.8,0,0
2024-06-01T09:34:00Z,cell-002,282.2,54.5,9.0,-84,20.0,15,40.1,1,1
2024-06-01T09:34:00Z,cell-003,221.2,39.3,12.5,-94,16.3,21,40.0,3,3
2024-06-01T09:34:00Z,cell-004,407.9,77.7,5.4,-73,31.1,8,33.4,1,1
2024-06-01T09:35:00Z,cell-001,358.2,60.3,6.6,-77,26.6,8,40.6,0,0
2024-06-01T09:35:00Z,cell-002,264.9,51.2,8.5,-83,21.4,14,39.2,1,1
2024-06-01T09:35:00Z,cell-003,215.9,35.1,9.9,-90,19.4,20,39.6,1,1
2024-06-01T09:35:00Z,cell-004,476.7,90.2,4.5,-69,32.8,3,39.8,0,0
2024-06-01T09:36:00Z,cell-001,304.2,69.4,6.7,-79,25.0,11,34.1,0,0
2024-06-01T09:36:00Z,cell-002,229.0,51.1,8.3,-85,20.8,14,29.1,2,2
2024-06-01T09:36:00Z,cell-003,201.3,41.7,11.2,-94,17.6,21,37.8,0,0
2024-06-01T09:36:00Z,cell-004,415.5,77.8,4.8,-72,32.9,3,35.0,0,0
2024-06-01T09:37:00Z,cell-001,288.4,65.8,7.1,-78,27.1,8,31.1,0,0
2024-06-01T09:37:00Z,cell-002,279.2,53.6,8.8,-85,22.9,15,36.9,1,1
2024-06-01T09:37:00Z,cell-003,190.6,34.6,10.9,-94,18.8,23,32.5,0,0
2024-06-01T09:37:00Z,cell-004,437.1,87.5,4.8,-68,30.8,7,38.1,0,0
2024-06-01T09:38:00Z,cell-001,354.4,70.4,6.6,-79,24.8,6,37.1,3,3
2024-06-01T09:38:00Z,cell-002,229.2,51.5,8.9,-88,22.0,14,34.1,0,0
2024-06-01T09:38:00Z,cell-003,205.7,39.4,9.7,-95,20.0,24,34.1,0,0
2024-06-01T09:38:00Z,cell-004,404.3,90.9,4.2,-72,31.8,5,33.5,1,1
2024-06-01T09:39:00Z,cell-001,345.4,57.9,7.2,-77,24.5,5,36.5,1,1
2024-06-01T09:39:00Z,cell-002,272.0,54.6,7.9,-84,23.1,14,36.5,0,0
2024-06-01T09:39:00Z,cell-003,190.0,33.5,11.9,-94,19.7,19,35.6,1,1
2024-06-01T09:39:00Z,cell-004,458.3,78.7,4.5,-73,31.0,3,36.6,3,3
2024-06-01T09:40:00Z,cell-001,348.7,69.4,6.5,-81,27.3,10,37.0,1,1
2024-06-01T09:40:00Z,cell-002,273.3,50.9,7.4,-83,20.2,13,40.3,3,3
2024-06-01T09:40:00Z,cell-003,190.5,34.5,11.0,-91,17.5,22,32.3,0,0
2024-06-01T09:40:00Z,cell-004,466.0,78.9,5.2,-69,31.6,2,40.4,1,1
2024-06-01T09:41:00Z,cell-001,325.3,63.1,7.0,-76,25.9,11,34.7,0,0
2024-06-01T09:41:00Z,cell-002,229.7,53.9,7.2,-83,23.9,14,31.5,0,0
2024-06-01T09:41:00Z,cell-003,199.2,40.2,12.1,-95,19.5,20,38.1,1,1
2024-06-01T09:41:00Z,cell-004,392.7,90.4,4.5,-71,31.8,4,32.6,1,1
2024-06-01T09:42:00Z,cell-001,328.7,56.5,7.7,-76,27.6,9,38.0,2,1
2024-06-01T09:42:00Z,cell-002,236.3,54.5,7.1,-88,22.0,12,33.1,0,0
2024-06-01T09:42:00Z,cell-003,201.5,34.2,11.3,-95,17.8,21,33.3,0,0
2024-06-01T09:42:00Z,cell-004,441.0,76.6,4.3,-73,30.6,6,38.3,1,0
2024-06-01T09:43:00Z,cell-001,316.6,61.6,7.5,-78,26.6,11,33.0,0,0
2024-06-01T09:43:00Z,cell-002,261.5,51.5,7.3,-84,21.9,17,37.3,0,0
2024-06-01T09:43:00Z,cell-003,200.3,36.8,10.0,-91,19.2,20,35.4,1,1
2024-06-01T09:43:00Z,cell-004,403.3,79.1,5.4,-72,30.0,3,32.2,1,1
2024-06-01T09:44:00Z,cell-001,352.8,69.2,7.0,-80,25.7,11,40.9,0,0
2024-06-01T09:44:00Z,cell-002,222.0,51.8,8.3,-85,23.9,14,32.9,0,0
2024-06-01T09:44:00Z,cell-003,201.7,40.1,10.0,-89,16.7,22,36.6,1,1
2024-06-01T09:44:00Z,cell-004,446.4,91.0,4.5,-69,30.7,5,38.7,3,3
2024-06-01T09:45:00Z,cell-001,335.4,67.8,6.4,-80,25.7,10,37.0,0,0
2024-06-01T09:45:00Z,cell-002,234.4,51.5,8.7,-85,20.9,16,30.4,1,0
2024-06-01T09:45:00Z,cell-003,204.5,39.9,12.2,-94,18.2,23,36.0,0,0
2024-06-01T09:45:00Z,cell-004,470.6,82.5,5.4,-71,32.0,8,34.9,0,0
2024-06-01T09:46:00Z,cell-001,302.1,68.4,7.8,-81,24.2,10,31.5,1,1
2024-06-01T09:46:00Z,cell-002,223.7,52.7,7.2,-86,23.0,17,32.1,0,0
2024-06-01T09:46:00Z,cell-003,198.5,40.7,12.0,-91,17.6,24,36.1,2,2
2024-06-01T09:46:00Z,cell-004,415.4,88.1,4.2,-68,32.9,4,31.6,2,1
2024-06-01T09:47:00Z,cell-001,330.3,67.2,6.5,-78,24.9,9,36.4,1,1
2024-06-01T09:47:00Z,cell-002,232.5,51.1,7.4,-82,21.2,12,33.7,0,0
2024-06-01T09:47:00Z,cell-003,181.9,41.2,9.6,-93,17.1,22,33.4,0,0
2024-06-01T09:47:00Z,cell-004,480.1,89.4,5.1,-72,29.2,5,40.4,0,0
2024-06-01T09:48:00Z,cell-001,355.1,64.3,7.4,-77,26.1,6,38.3,0,0
2024-06-01T09:48:00Z,cell-002,241.8,47.4,7.5,-87,20.9,17,34.3,0,0
2024-06-01T09:48:00Z,cell-003,179.7,36.6,10.4,-90,18.6,24,32.4,1,0
2024-06-01T09:48:00Z,cell-004,478.4,96.3,4.7,-70,30.3,6,39.8,0,0
2024-06-01T09:49:00Z,cell-001,320.7,63.8,6.4,-76,26.1,10,33.2,0,0
2024-06-01T09:49:00Z,cell-002,254.3,43.2,7.1,-87,23.8,16,36.1,0,0
2024-06-01T09:49:00Z,cell-003,213.6,41.5,12.1,-90,16.8,22,38.6,2,2
2024-06-01T09:49:00Z,cell-004,417.4,78.4,4.2,-73,30.8,8,32.1,0,0
2024-06-01T09:50:00Z,cell-001,316.2,62.5,6.4,-76,25.6,8,35.6,0,0
2024-06-01T09:50:00Z,cell-002,257.2,51.4,7.1,-84,23.0,15,33.4,1,1
2024-06-01T09:50:00Z,cell-003,195.0,37.0,11.8,-94,19.1,22,32.4,0,0
2024-06-01T09:50:00Z,cell-004,413.6,89.8,4.6,-69,32.4,8,35.5,1,0
2024-06-01T09:51:00Z,cell-001,292.5,57.0,6.9,-81,27.5,8,32.2,2,2
2024-06-01T09:51:00Z,cell-002,242.6,48.0,8.6,-84,23.6,15,31.5,0,0
2024-06-01T09:51:00Z,cell-003,206.1,38.6,9.8,-93,16.5,25,39.0,4,4
2024-06-01T09:51:00Z,cell-004,389.8,78.6,5.2,-71,30.2,5,34.1,0,0
2024-06-01T09:52:00Z,cell-001,287.0,59.3,6.8,-80,25.1,7,32.1,0,0
2024-06-01T09:52:00Z,cell-002,240.9,48.2,7.0,-85,21.5,12,35.2,1,1
2024-06-01T09:52:00Z,cell-003,206.5,36.5,11.2,-93,17.4,22,35.7,0,0
2024-06-01T09:52:00Z,cell-004,470.7,94.5,4.4,-73,31.4,6,36.1,1,1
2024-06-01T09:53:00Z,cell-001,346.8,66.0,7.4,-77,27.6,9,37.4,0,0
2024-06-01T09:53:00Z,cell-002,282.2,48.7,8.9,-85,22.2,13,38.5,2,2
2024-06-01T09:53:00Z,cell-003,198.1,34.3,10.8,-90,16.5,19,36.0,1,1
2024-06-01T09:53:00Z,cell-004,436.5,85.9,4.4,-70,29.7,6,36.1,3,3
2024-06-01T09:54:00Z,cell-001,298.4,63.8,5.9,-78,25.4,7,31.0,1,1
2024-06-01T09:54:00Z,cell-002,277.3,53.5,7.1,-83,21.6,16,37.5,1,1
2024-06-01T09:54:00Z,cell-003,186.8,38.4,10.2,-90,19.3,24,32.3,0,0
2024-06-01T09:54:00Z,cell-004,484.3,81.2,4.8,-74,30.0,8,41.2,0,0
2024-06-01T09:55:00Z,cell-001,292.3,58.9,5.9,-77,26.0,10,30.7,0,0
2024-06-01T09:55:00Z,cell-002,261.7,48.0,7.8,-84,23.3,11,36.2,0,0
2024-06-01T09:55:00Z,cell-003,175.3,33.8,11.5,-94,19.3,20,28.8,0,0
2024-06-01T09:55:00Z,cell-004,479.1,87.3,4.8,-73,29.7,6,39.4,2,2
2024-06-01T09:56:00Z,cell-001,298.2,65.6,6.7,-76,27.8,8,30.6,1,1
2024-06-01T09:56:00Z,cell-002,232.8,50.9,7.6,-83,23.3,16,33.4,2,2
2024-06-01T09:56:00Z,cell-003,180.5,33.6,11.4,-95,17.5,23,33.0,1,1
2024-06-01T09:56:00Z,cell-004,445.4,94.9,4.9,-73,32.6,8,33.5,0,0
2024-06-01T09:57:00Z,cell-001,350.5,68.2,7.1,-77,27.3,9,37.9,2,2
2024-06-01T09:57:00Z,cell-002,250.9,52.2,7.8,-85,23.8,17,36.3,1,1
2024-06-01T09:57:00Z,cell-003,196.9,35.6,12.5,-94,16.5,21,35.4,0,0
2024-06-01T09:57:00Z,cell-004,383.5,87.5,4.9,-74,32.0,5,31.8,1,1
2024-06-01T09:58:00Z,cell-001,331.6,60.2,7.5,-79,24.6,8,36.7,1,0
2024-06-01T09:58:00Z,cell-002,255.2,49.7,7.4,-86,20.8,15,35.8,0,0
2024-06-01T09:58:00Z,cell-003,209.2,41.2,11.8,-93,18.8,24,35.4,1,0
2024-06-01T09:58:00Z,cell-004,464.9,93.3,5.1,-73,31.0,7,38.6,0,0
2024-06-01T09:59:00Z,cell-001,292.8,70.5,6.7,-81,24.4,5,30.6,0,0
2024-06-01T09:59:00Z,cell-002,246.0,50.8,7.7,-84,23.7,15,31.5,1,1
2024-06-01T09:59:00Z,cell-003,214.7,41.9,11.4,-92,16.0,20,35.2,0,0
2024-06-01T09:59:00Z,cell-004,386.6,81.6,4.2,-73,29.7,3,28.6,0,0
2024-06-01T10:00:00Z,cell-001,297.0,56.6,7.2,-77,25.6,5,32.8,1,1
2024-06-01T10:00:00Z,cell-002,271.1,45.8,9.3,-85,21.4,14,40.2,0,0
2024-06-01T10:00:00Z,cell-003,177.7,36.1,12.8,-93,16.4,25,31.5,0,0
2024-06-01T10:00:00Z,cell-004,429.0,84.4,4.9,-69,30.0,3,36.1,3,3
2024-06-01T10:01:00Z,cell-001,283.7,58.1,5.9,-78,26.3,10,32.8,0,0
2024-06-01T10:01:00Z,cell-002,243.1,49.4,8.7,-83,21.6,13,32.3,0,0
2024-06-01T10:01:00Z,cell-003,218.5,37.8,10.8,-90,16.3,23,37.2,2,2
2024-06-01T10:01:00Z,cell-004,403.6,91.9,5.4,-69,31.0,3,30.8,1,1
2024-06-01T10:02:00Z,cell-001,290.8,57.5,7.7,-79,27.1,8,32.5,1,1
2024-06-01T10:02:00Z,cell-002,259.3,48.9,9.4,-88,21.9,15,38.2,0,0
2024-06-01T10:02:00Z,cell-003,184.8,38.7,9.8,-90,17.1,25,32.2,2,2
2024-06-01T10:02:00Z,cell-004,463.8,86.1,4.3,-72,32.4,6,37.1,1,1
2024-06-01T10:03:00Z,cell-001,306.6,65.7,6.3,-80,26.3,9,32.1,0,0
2024-06-01T10:03:00Z,cell-002,247.4,48.0,8.8,-86,20.7,13,36.5,0,0
2024-06-01T10:03:00Z,cell-003,185.1,34.4,10.5,-94,18.3,20,33.1,2,2
2024-06-01T10:03:00Z,cell-004,432.2,76.8,4.8,-69,32.0,3,37.7,1,1
2024-06-01T10:04:00Z,cell-001,304.6,65.0,6.9,-77,27.1,8,30.9,0,0
2024-06-01T10:04:00Z,cell-002,227.6,51.9,7.6,-86,23.4,13,32.0,2,2
2024-06-01T10:04:00Z,cell-003,215.5,42.2,10.3,-95,16.5,23,39.0,0,0
2024-06-01T10:04:00Z,cell-004,436.1,92.7,4.8,-72,30.3,2,34.4,0,0
2024-06-01T10:05:00Z,cell-001,343.6,61.5,7.1,-80,24.7,9,37.0,2,2
2024-06-01T10:05:00Z,cell-002,261.3,51.5,8.5,-86,21.3,14,34.9,0,0
2024-06-01T10:05:00Z,cell-003,220.1,37.2,10.2,-93,18.3,19,36.7,0,0
2024-06-01T10:05:00Z,cell-004,404.8,84.9,4.3,-70,32.0,5,32.9,0,0
2024-06-01T10:06:00Z,cell-001,301.8,58.7,7.1,-76,24.3,8,31.9,0,0
2024-06-01T10:06:00Z,cell-002,272.5,43.5,8.6,-84,20.5,17,40.3,2,2
2024-06-01T10:06:00Z,cell-003,200.3,34.7,12.8,-90,19.7,23,33.5,0,0
2024-06-01T10:06:00Z,cell-004,437.4,89.9,4.6,-70,31.3,4,35.1,0,0
2024-06-01T10:07:00Z,cell-001,293.6,56.5,6.8,-79,25.6,11,34.2,0,0
2024-06-01T10:07:00Z,cell-002,279.0,48.7,7.0,-88,23.7,14,40.5,0,0
2024-06-01T10:07:00Z,cell-003,216.2,37.4,10.5,-92,16.8,24,39.6,0,0
2024-06-01T10:07:00Z,cell-004,407.8,92.5,5.5,-72,30.7,8,34.0,0,0
2024-06-01T10:08:00Z,cell-001,296.0,57.4,6.1,-78,25.1,5,33.2,1,1
2024-06-01T10:08:00Z,cell-002,222.9,43.7,8.3,-84,20.8,12,33.8,0,0
2024-06-01T10:08:00Z,cell-003,178.5,33.6,10.3,-92,16.0,22,30.4,1,0
2024-06-01T10:08:00Z,cell-004,417.3,94.2,5.6,-71,32.2,2,32.2,0,0
2024-06-01T10:09:00Z,cell-001,300.8,62.2,5.8,-80,27.6,11,34.2,0,0
2024-06-01T10:09:00Z,cell-002,233.8,51.8,7.2,-87,24.0,16,35.4,0,0
2024-06-01T10:09:00Z,cell-003,204.1,33.8,12.8,-93,17.3,23,33.8,0,0
2024-06-01T10:09:00Z,cell-004,452.4,96.9,4.5,-72,29.2,5,35.3,0,0
2024-06-01T10:10:00Z,cell-001,282.3,57.0,7.4,-80,27.2,8,32.0,0,0
2024-06-01T10:10:00Z,cell-002,263.2,47.1,9.4,-87,22.0,17,37.3,0,0
2024-06-01T10:10:00Z,cell-003,180.2,35.6,12.9,-91,19.2,25,32.7,0,0
2024-06-01T10:10:00Z,cell-004,422.2,91.7,4.5,-70,29.1,2,33.9,0,0
2024-06-01T10:11:00Z,cell-001,295.9,61.7,7.3,-77,24.8,7,34.6,0,0
2024-06-01T10:11:00Z,cell-002,248.9,52.8,8.3,-87,22.1,14,31.6,1,1
2024-06-01T10:11:00Z,cell-003,215.0,40.5,10.4,-94,16.1,24,35.4,3,3
2024-06-01T10:11:00Z,cell-004,462.7,79.8,4.6,-73,31.7,5,38.1,0,0
2024-06-01T10:12:00Z,cell-001,291.6,69.7,6.2,-81,27.3,8,30.0,0,0
2024-06-01T10:12:00Z,cell-002,259.5,50.1,7.1,-86,22.0,12,36.7,0,0
2024-06-01T10:12:00Z,cell-003,216.5,34.2,12.3,-94,18.0,19,37.4,1,0
2024-06-01T10:12:00Z,cell-004,388.9,89.4,4.9,-69,32.2,7,28.7,0,0
2024-06-01T10:13:00Z,cell-001,337.3,64.5,6.2,-75,24.4,9,37.8,0,0
2024-06-01T10:13:00Z,cell-002,266.9,52.1,8.4,-85,22.2,16,36.8,1,0
2024-06-01T10:13:00Z,cell-003,193.3,36.5,10.1,-94,16.7,23,33.8,0,0
2024-06-01T10:13:00Z,cell-004,421.6,92.5,4.8,-68,30.3,7,32.9,0,0
2024-06-01T10:14:00Z,cell-001,338.8,61.8,6.7,-79,26.2,8,34.1,0,0
2024-06-01T10:14:00Z,cell-002,275.6,43.2,9.4,-88,20.5,12,40.4,0,0
2024-06-01T10:14:00Z,cell-003,200.6,38.5,12.7,-91,17.1,20,33.0,0,0
2024-06-01T10:14:00Z,cell-004,408.9,81.9,4.6,-72,32.6,6,32.3,2,2
2024-06-01T10:15:00Z,cell-001,294.9,69.0,7.2,-77,27.2,9,34.2,0,0
2024-06-01T10:15:00Z,cell-002,244.8,52.3,9.2,-88,23.2,13,33.1,1,1
2024-06-01T10:15:00Z,cell-003,185.0,39.4,11.6,-90,19.5,19,33.5,1,1
2024-06-01T10:15:00Z,cell-004,441.8,83.4,5.2,-71,30.3,3,32.9,1,1
2024-06-01T10:16:00Z,cell-001,320.4,59.7,6.4,-78,26.4,8,32.9,0,0
2024-06-01T10:16:00Z,cell-002,237.6,47.8,8.0,-84,22.2,16,30.8,0,0
2024-06-01T10:16:00Z,cell-003,183.6,39.1,12.1,-92,18.6,20,30.9,0,0
2024-06-01T10:16:00Z,cell-004,394.5,85.2,4.7,-70,31.3,3,30.7,0,0
2024-06-01T10:17:00Z,cell-001,328.9,71.5,6.7,-79,28.0,6,35.6,2,2
2024-06-01T10:17:00Z,cell-002,265.8,44.1,8.8,-84,20.6,12,39.6,2,1
2024-06-01T10:17:00Z,cell-003,207.2,34.5,11.1,-90,16.1,19,35.6,1,1
2024-06-01T10:17:00Z,cell-004,440.1,89.6,5.6,-71,32.0,7,36.6,0,0
2024-06-01T10:18:00Z,cell-001,294.7,60.7,7.4,-77,24.2,9,30.9,0,0
2024-06-01T10:18:00Z,cell-002,261.9,53.9,7.9,-88,22.6,11,33.5,2,2
2024-06-01T10:18:00Z,cell-003,220.6,34.3,10.7,-94,17.5,25,39.6,0,0
2024-06-01T10:18:00Z,cell-004,457.2,77.4,5.5,-68,31.2,4,35.8,0,0
2024-06-01T10:19:00Z,cell-001,329.6,59.9,7.8,-79,25.4,9,34.7,0,0
2024-06-01T10:19:00Z,cell-002,281.7,54.2,9.3,-86,24.0,12,37.0,2,2
2024-06-01T10:19:00Z,cell-003,219.9,39.0,11.7,-94,17.5,20,38.4,0,0
2024-06-01T10:19:00Z,cell-004,429.7,79.3,5.1,-72,31.4,6,34.8,1,0
2024-06-01T10:20:00Z,cell-001,321.8,58.4,7.8,-79,26.8,11,33.1,2,1
2024-06-01T10:20:00Z,cell-002,279.1,44.5,7.8,-86,22.2,12,40.1,1,0
2024-06-01T10:20:00Z,cell-003,195.3,42.0,12.6,-93,17.6,24,33.2,1,1
2024-06-01T10:20:00Z,cell-004,446.7,82.1,5.0,-73,32.0,3,36.5,0,0
2024-06-01T10:21:00Z,cell-001,291.9,69.3,6.7,-81,27.1,10,31.2,2,2
2024-06-01T10:21:00Z,cell-002,223.7,52.1,7.0,-87,20.8,13,33.8,0,0
